query_id,doc_id,rank,score,method
81_1,MARCO_6154874,1,23.265274047851562,raw
81_1,MARCO_6568085,2,21.818201065063477,raw
81_1,MARCO_8454278,3,21.524202346801758,raw
81_1,MARCO_1945738,4,21.26990509033203,raw
81_1,MARCO_8136171,5,21.19120216369629,raw
81_1,MARCO_6115072,6,20.99292755126953,raw
81_1,MARCO_6154877,7,20.762998580932617,raw
81_1,MARCO_6154876,8,20.58006477355957,raw
81_1,MARCO_6906782,9,20.534738540649414,raw
81_1,MARCO_7517889,10,20.389873504638672,raw
81_1,MARCO_6542464,11,20.22308349609375,raw
81_1,MARCO_1945742,12,20.194822311401367,raw
81_1,MARCO_888456,13,20.051183700561523,raw
81_1,MARCO_5241444,14,20.01721954345703,raw
81_1,MARCO_6157928,15,19.961570739746094,raw
81_1,MARCO_6549133,16,19.91510772705078,raw
81_1,MARCO_2950629,17,19.89033317565918,raw
81_1,MARCO_2481727,18,19.88224983215332,raw
81_1,MARCO_8581568,19,19.849721908569336,raw
81_1,MARCO_2750799,20,19.80128288269043,raw
81_1,MARCO_8270730,21,19.79720687866211,raw
81_1,MARCO_3517569,22,19.740859985351562,raw
81_1,MARCO_5498475,23,19.710613250732422,raw
81_1,MARCO_5171382,24,19.70335578918457,raw
81_1,MARCO_7517892,25,19.678524017333984,raw
81_1,MARCO_1945736,26,19.66230010986328,raw
81_1,MARCO_4532453,27,19.592844009399414,raw
81_1,MARCO_2950634,28,19.518850326538086,raw
81_1,MARCO_1900273,29,19.50208282470703,raw
81_1,MARCO_5679018,30,19.482563018798828,raw
81_1,MARCO_8270733,31,19.325986862182617,raw
81_1,MARCO_6657353,32,19.320114135742188,raw
81_1,MARCO_6245022,33,19.297439575195312,raw
81_1,MARCO_6087035,34,19.28809356689453,raw
81_1,MARCO_2023663,35,19.24091339111328,raw
81_1,MARCO_6154873,36,19.212387084960938,raw
81_1,MARCO_4516819,37,19.196205139160156,raw
81_1,MARCO_7095686,38,19.167476654052734,raw
81_1,MARCO_6154878,39,19.145326614379883,raw
81_1,MARCO_3024763,40,19.122289657592773,raw
81_1,MARCO_5665857,41,19.119800567626953,raw
81_1,MARCO_888457,42,19.06041717529297,raw
81_1,MARCO_1900270,43,19.05170249938965,raw
81_1,MARCO_7308619,44,19.041284561157227,raw
81_1,MARCO_3588972,45,18.967147827148438,raw
81_1,MARCO_8275265,46,18.909406661987305,raw
81_1,MARCO_5692955,47,18.859682083129883,raw
81_1,MARCO_35626,48,18.825069427490234,raw
81_1,MARCO_3942600,49,18.78475570678711,raw
81_1,MARCO_7308614,50,18.773326873779297,raw
81_1,MARCO_6024403,51,18.765722274780273,raw
81_1,MARCO_1381087,52,18.76572036743164,raw
81_1,MARCO_700026,53,18.741395950317383,raw
81_1,MARCO_4532454,54,18.698116302490234,raw
81_1,MARCO_6087037,55,18.683427810668945,raw
81_1,MARCO_7987331,56,18.679279327392578,raw
81_1,MARCO_6162563,57,18.59469985961914,raw
81_1,MARCO_6015699,58,18.511539459228516,raw
81_1,MARCO_6024409,59,18.500991821289062,raw
81_1,MARCO_4723901,60,18.445852279663086,raw
81_1,MARCO_3096653,61,18.431074142456055,raw
81_1,MARCO_5498468,62,18.42610740661621,raw
81_1,MARCO_1767684,63,18.413488388061523,raw
81_1,MARCO_3096658,64,18.407245635986328,raw
81_1,MARCO_5593358,65,18.402009963989258,raw
81_1,MARCO_3212800,66,18.40157127380371,raw
81_1,MARCO_7517887,67,18.396930694580078,raw
81_1,MARCO_6801809,68,18.35933494567871,raw
81_1,MARCO_3212805,69,18.346879959106445,raw
81_1,MARCO_4438563,70,18.33063507080078,raw
81_1,MARCO_7095687,71,18.26666831970215,raw
81_1,MARCO_5053501,72,18.253198623657227,raw
81_1,MARCO_8447927,73,18.219812393188477,raw
81_1,MARCO_7517883,74,18.193931579589844,raw
81_1,MARCO_7517884,75,18.193931579589844,raw
81_1,MARCO_7713531,76,18.11672019958496,raw
81_1,MARCO_1619654,77,18.10096549987793,raw
81_1,MARCO_4363876,78,18.066926956176758,raw
81_1,MARCO_3517574,79,18.03975486755371,raw
81_1,MARCO_5844152,80,18.010765075683594,raw
81_1,MARCO_6577657,81,17.999752044677734,raw
81_1,MARCO_3992766,82,17.978328704833984,raw
81_1,MARCO_5446008,83,17.962142944335938,raw
81_1,MARCO_57993,84,17.941192626953125,raw
81_1,MARCO_8319724,85,17.927953720092773,raw
81_1,MARCO_6673503,86,17.900863647460938,raw
81_1,MARCO_5432626,87,17.8769588470459,raw
81_1,MARCO_5498473,88,17.86383819580078,raw
81_1,MARCO_7699208,89,17.833093643188477,raw
81_1,MARCO_4655000,90,17.826690673828125,raw
81_1,MARCO_8270731,91,17.823219299316406,raw
81_1,MARCO_1381083,92,17.81008529663086,raw
81_1,MARCO_7699205,93,17.794174194335938,raw
81_1,MARCO_5034432,94,17.789291381835938,raw
81_1,MARCO_5498474,95,17.78229331970215,raw
81_1,MARCO_8328707,96,17.776063919067383,raw
81_1,CAR_736849b1e725b1e41ae3da60d22376a9b7362171,97,17.769250869750977,raw
81_1,MARCO_8270729,98,17.7121524810791,raw
81_1,MARCO_1815949,99,17.6988468170166,raw
81_1,MARCO_478424,100,17.67066192626953,raw
81_2,MARCO_7136201,1,10.276220321655273,raw
81_2,MARCO_6670839,2,9.409042358398438,raw
81_2,MARCO_5385627,3,9.388328552246094,raw
81_2,MARCO_2634514,4,9.371371269226074,raw
81_2,MARCO_1210895,5,8.953980445861816,raw
81_2,MARCO_2893217,6,8.948719024658203,raw
81_2,MARCO_8226636,7,8.896883010864258,raw
81_2,MARCO_308012,8,8.865583419799805,raw
81_2,CAR_dfdb931bcfc15890b9c1869014f84a65c69add35,9,8.806890487670898,raw
81_2,MARCO_966674,10,8.77192211151123,raw
81_2,MARCO_273882,11,8.745941162109375,raw
81_2,MARCO_526716,12,8.63720417022705,raw
81_2,MARCO_5387531,13,8.59615421295166,raw
81_2,MARCO_1921221,14,8.587077140808105,raw
81_2,MARCO_2472234,15,8.573548316955566,raw
81_2,MARCO_7933648,16,8.45781135559082,raw
81_2,MARCO_5619091,17,8.449441909790039,raw
