query_id,doc_id,rank,score,method
81_1,MARCO_2950629,1,2.5181000232696533,raw_rm3
81_1,MARCO_6154874,2,2.513674736022949,raw_rm3
81_1,MARCO_6568085,3,2.49932599067688,raw_rm3
81_1,MARCO_2950634,4,2.4783880710601807,raw_rm3
81_1,MARCO_6154877,5,2.432528257369995,raw_rm3
81_1,MARCO_6115072,6,2.4196858406066895,raw_rm3
81_1,MARCO_6154876,7,2.4193835258483887,raw_rm3
81_1,MARCO_8270730,8,2.4103777408599854,raw_rm3
81_1,MARCO_5171382,9,2.4064857959747314,raw_rm3
81_1,MARCO_6157928,10,2.368391513824463,raw_rm3
81_1,MARCO_5665862,11,2.3682761192321777,raw_rm3
81_1,MARCO_4532453,12,2.362515687942505,raw_rm3
81_1,MARCO_3517569,13,2.35483455657959,raw_rm3
81_1,MARCO_888456,14,2.3456716537475586,raw_rm3
81_1,MARCO_5498475,15,2.3450119495391846,raw_rm3
81_1,MARCO_5241444,16,2.331286907196045,raw_rm3
81_1,MARCO_8275265,17,2.3274271488189697,raw_rm3
81_1,MARCO_7517889,18,2.3187899589538574,raw_rm3
81_1,MARCO_6087035,19,2.3159921169281006,raw_rm3
81_1,MARCO_7517892,20,2.312802791595459,raw_rm3
81_1,MARCO_5665857,21,2.3114705085754395,raw_rm3
81_1,MARCO_6154878,22,2.3065972328186035,raw_rm3
81_1,MARCO_1381087,23,2.3033218383789062,raw_rm3
81_1,MARCO_6024403,24,2.3028221130371094,raw_rm3
81_1,MARCO_6162563,25,2.301847457885742,raw_rm3
81_1,MARCO_8270733,26,2.2968950271606445,raw_rm3
81_1,MARCO_1945736,27,2.294959545135498,raw_rm3
81_1,MARCO_8270731,28,2.29329252243042,raw_rm3
81_1,MARCO_8136171,29,2.2930543422698975,raw_rm3
81_1,MARCO_8270729,30,2.2913453578948975,raw_rm3
81_1,MARCO_3588972,31,2.290713310241699,raw_rm3
81_1,MARCO_1900273,32,2.2888920307159424,raw_rm3
81_1,MARCO_1945738,33,2.287266731262207,raw_rm3
81_1,MARCO_5692955,34,2.2872114181518555,raw_rm3
81_1,MARCO_7095686,35,2.2765026092529297,raw_rm3
81_1,MARCO_1244105,36,2.2754175662994385,raw_rm3
81_1,MARCO_4438563,37,2.2741589546203613,raw_rm3
81_1,MARCO_1767684,38,2.272636651992798,raw_rm3
81_1,MARCO_1900272,39,2.2655372619628906,raw_rm3
81_1,MARCO_1815947,40,2.255568742752075,raw_rm3
81_1,MARCO_4755489,41,2.255563735961914,raw_rm3
81_1,MARCO_6906782,42,2.250568151473999,raw_rm3
81_1,MARCO_2023663,43,2.2499871253967285,raw_rm3
81_1,MARCO_4532452,44,2.249814748764038,raw_rm3
81_1,MARCO_1619653,45,2.244464159011841,raw_rm3
81_1,MARCO_6024409,46,2.242722511291504,raw_rm3
81_1,MARCO_1293775,47,2.239093065261841,raw_rm3
81_1,MARCO_888457,48,2.2373623847961426,raw_rm3
81_1,MARCO_6154880,49,2.235168933868408,raw_rm3
81_1,MARCO_6801809,50,2.235044479370117,raw_rm3
81_1,MARCO_7517883,51,2.2335338592529297,raw_rm3
81_1,MARCO_7517884,52,2.2335338592529297,raw_rm3
81_1,MARCO_3024763,53,2.233053207397461,raw_rm3
81_1,MARCO_5241443,54,2.232985496520996,raw_rm3
